ambig_basecount	ambig_full_basecount	cov_avg	cov_max	cov_min	dataset	error	genes	identification	identification_method	identification_rank	length	n_aligned	n_reads	nuc_basecount	nuc_full_basecount	obs_taxon	output_dir	protein_reference_file	r	run_name	s	samples_file	sequence_id	skipped_reads_low_rel_score	species	stop_codons	Filename	cov_med	skipped_reads_low_rel	process_id
29	65	6.671232876712328	38.0	0.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Chloropidae	BLAST	family	1533	136	5738636	648	1485	Staphylinidae,Drosophilidae,Platystomatidae,Calliphoridae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL067-23_r_1_s_50_fastp	None	Chlorops gracilis	0	BGENL067-23_r_1_s_50_BGENL067-23	6.0	80	BGENL067-23
17	49	5.348336594911937	10.0	0.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Chloropidae	BLAST	family	1533	96	127543	651	1527	Culicidae,Tephritidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL070-23_r_1_s_50_fastp	None	Chlorops novakii	0	BGENL070-23_r_1_s_50_BGENL070-23	5.0	4	BGENL070-23
12	30	5.420743639921722	18.0	0.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Chloropidae	BLAST	family	1533	110	299382	648	1458	Culicidae,Lonchopteridae,Syrphidae,Psilidae,Tephritidae,Tachinidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL071-23_r_1_s_50_fastp	None	Chlorops novakii	0	BGENL071-23_r_1_s_50_BGENL071-23	5.0	15	BGENL071-23
47	68	2.538160469667319	8.0	0.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Chloropidae	BLAST	family	1533	59	162894	594	1335	Drosophilidae,Agromyzidae,Sepsidae,Tephritidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL078-23_r_1_s_50_fastp	None	Chlorops rossicus	0	BGENL078-23_r_1_s_50_BGENL078-23	2.0	3	BGENL078-23
34	78	5.36986301369863	12.0	0.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Chloropidae	BLAST	family	1533	104	476924	657	1494	Drosophilidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL082-23_r_1_s_50_fastp	None	Chlorops troglodytes	0	BGENL082-23_r_1_s_50_BGENL082-23	5.0	6	BGENL082-23
24	42	3.6692759295499022	12.0	0.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Chloropidae	BLAST	family	1533	68	657690	564	1227	Mycetophilidae,Hybotidae,Syrphidae,Sarcophagidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL084-23_r_1_s_50_fastp	None	Chlorops troglodytes	0	BGENL084-23_r_1_s_50_BGENL084-23	3.0	21	BGENL084-23
39	83	3.021359223300971	10.0	0.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Chloropidae	BLAST	family	1545	57	346643	559	1413	Chloropidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL085-23_r_1_s_50_fastp	None	Conioscinella sordidella	0	BGENL085-23_r_1_s_50_BGENL085-23	3.0	11	BGENL085-23
25	31	2.667961165048544	14.0	0.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Chloropidae	BLAST	family	1545	64	455856	462	1182	Muscidae,Sarcophagidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL087-23_r_1_s_50_fastp	None	Conioscinella sordidella	0	BGENL087-23_r_1_s_50_BGENL087-23	2.0	18	BGENL087-23
24	40	4.6438356164383565	28.0	0.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Chloropidae	BLAST	family	1533	94	1592706	656	1521	Chloropidae,Calliphoridae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL088-23_r_1_s_50_fastp	None	Elachiptera brevipennis	0	BGENL088-23_r_1_s_50_BGENL088-23	4.0	26	BGENL088-23
24	39	7.506796116504854	17.0	0.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Chloropidae	BLAST	family	1545	156	745294	657	1542	Syrphidae,Chloropidae,Drosophilidae,Muscidae,Calliphoridae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL091-23_r_1_s_50_fastp	None	Eribolus slesvicensis	0	BGENL091-23_r_1_s_50_BGENL091-23	7.0	34	BGENL091-23
36	47	2.850485436893204	10.0	0.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Chloropidae	BLAST	family	1545	56	192372	600	1380	Syrphidae,Chloropidae,Drosophilidae,Muscidae,Anthomyiidae,Tachinidae,Tabanidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL092-23_r_1_s_50_fastp	None	Eribolus slesvicensis	0	BGENL092-23_r_1_s_50_BGENL092-23	2.0	8	BGENL092-23
29	45	8.223300970873787	24.0	0.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Chloropidae	BLAST	family	1545	190	812557	656	1539	Syrphidae,Chloropidae,Tephritidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL093-23_r_1_s_50_fastp	None	Eribolus slesvicensis	0	BGENL093-23_r_1_s_50_BGENL093-23	7.0	14	BGENL093-23
15	46	6.6966731898238745	15.0	0.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Cicadellidae	BLAST	family	1533	98	220652	656	1485	Cicadellidae,Staphylinidae,Syrphidae,Drosophilidae,Tephritidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL100-23_r_1_s_50_fastp	None	Macropsis ocellata	0	BGENL100-23_r_1_s_50_BGENL100-23	6.0	6	BGENL100-23
47	70	2.641878669275929	8.0	0.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Cicadellidae	BLAST	family	1533	42	194616	598	1263	Culicidae,Agromyzidae,Tephritidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL103-23_r_1_s_50_fastp	None	Macropsis prasina	0	BGENL103-23_r_1_s_50_BGENL103-23	2.0	24	BGENL103-23
6	30	4.526418786692759	10.0	0.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Cicadellidae	BLAST	family	1533	86	1882991	655	1515	Cicadellidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL115-23_r_1_s_50_fastp	None	Tremulicerus distinguendus	0	BGENL115-23_r_1_s_50_BGENL115-23	4.0	30	BGENL115-23
25	56	9.876712328767123	17.0	2.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Cicadellidae	BLAST	family	1533	172	2909911	657	1533	Cicadellidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL120-23_r_1_s_50_fastp	None	Rhytidodus decimusquartus	0	BGENL120-23_r_1_s_50_BGENL120-23	10.0	42	BGENL120-23
7	24	10.80776699029126	54.0	0.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Cicadellidae	BLAST	family	1545	234	3849829	657	1539	Cicadellidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL124-23_r_1_s_50_fastp	None	Penthimia nigra	0	BGENL124-23_r_1_s_50_BGENL124-23	9.0	653	BGENL124-23
19	38	1.1506849315068493	6.0	0.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Cicadellidae	BLAST	family	1533	20	78661	410	915	Cercopidae,Machaerotidae,Cicadidae,Membracidae,Cicadellidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL131-23_r_1_s_50_fastp	None	Anoscopus histrionicus	0	BGENL131-23_r_1_s_50_BGENL131-23	1.0	8	BGENL131-23
47	120	20.70841487279844	66.0	2.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Cicadellidae	BLAST	family	1533	436	7199417	656	1533	Cicadellidae,Mycetophilidae,Culicidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL136-23_r_1_s_50_fastp	None	Kybos betulicola	0	BGENL136-23_r_1_s_50_BGENL136-23	20.0	67	BGENL136-23
47	84	2.5753424657534247	5.0	0.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Cicadellidae	BLAST	family	1533	40	241053	657	1473	Membracidae,Cicadellidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL154-23_r_1_s_50_fastp	None	Jassargus sursumflexus	0	BGENL154-23_r_1_s_50_BGENL154-23	3.0	16	BGENL154-23
0	14	0.461839530332681	4.0	0.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Cicadellidae	BLAST	family	1533	8	57030	305	537	Cicadellidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL164-23_r_1_s_50_fastp	None	Mocydiopsis attenuata	0	BGENL164-23_r_1_s_50_BGENL164-23	0.0	0	BGENL164-23
48	73	7.293542074363992	21.0	0.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Cicadellidae	BLAST	family	1533	115	400423	647	1524	Cicadellidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL173-23_r_1_s_50_fastp	None	Psammotettix maritimus	0	BGENL173-23_r_1_s_50_BGENL173-23	7.0	23	BGENL173-23
7	14	4.113502935420744	15.0	0.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Cicadellidae	BLAST	family	1533	77	677058	632	1383	Cicadellidae,Dytiscidae,Cerambycidae,Syrphidae,Tephritidae,Ctenophthalmidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL176-23_r_1_s_50_fastp	None	Psammotettix albomarginatus	0	BGENL176-23_r_1_s_50_BGENL176-23	3.0	21	BGENL176-23
23	37	8.201565557729941	26.0	0.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Cicadellidae	BLAST	family	1533	129	761202	656	1476	Tettigoniidae,Acrididae,Nitidulidae,Curculionidae,Bostrichidae,Ptinidae,Ulidiidae,Vespidae,Tetracampidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL182-23_r_1_s_50_fastp	None	Jassargus allobrogicus	0	BGENL182-23_r_1_s_50_BGENL182-23	7.0	61	BGENL182-23
0	0	28.24853228962818	65.0	0.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Delphacidae	BLAST	family	1533	561	3491985	656	1476	Cicadellidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL183-23_r_1_s_50_fastp	None	Delphax pulchellus	0	BGENL183-23_r_1_s_50_BGENL183-23	29.0	68	BGENL183-23
18	33	17.45792563600783	35.0	2.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Delphacidae	BLAST	family	1533	390	1111711	656	1530	Delphacidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL188-23_r_1_s_50_fastp	None	Hyledelphax elegantulus	0	BGENL188-23_r_1_s_50_BGENL188-23	16.0	52	BGENL188-23
19	45	2.473581213307241	9.0	0.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Delphacidae	BLAST	family	1533	38	166207	571	1113	Cicadellidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL190-23_r_1_s_50_fastp	None	Muellerianella fairmairei	0	BGENL190-23_r_1_s_50_BGENL190-23	2.0	23	BGENL190-23
0	0	131.2495126705653	327.0	0.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Agyrtidae	BLAST	family	1539	2107	5124456	656	1536	Staphylinidae,Hydraenidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	UNIFI097-23_r_1_s_50_fastp	None	Ipelates latissimus	0	UNIFI097-23_r_1_s_50_UNIFI097-23	110.0	96	UNIFI097-23
0	0	94.71150097465888	306.0	0.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Agyrtidae	BLAST	family	1539	1847	2020733	656	1530	Staphylinidae,Hydraenidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	UNIFI098-23_r_1_s_50_fastp	None	Ipelates latissimus	0	UNIFI098-23_r_1_s_50_UNIFI098-23	74.0	77	UNIFI098-23
0	0	152.46783625730995	424.0	0.0	data/mge_fastp_r1s50_nocontam.fasta	None	['cox1']	Agyrtidae	BLAST	family	1539	2877	1405438	656	1533	Staphylinidae,Hydraenidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	UNIFI099-23_r_1_s_50_fastp	None	Ipelates latissimus	0	UNIFI099-23_r_1_s_50_UNIFI099-23	139.0	71	UNIFI099-23
